FileName,X-n317-k53
nNode,317
nIter,263
nCols,3762
LB,150795.89583333334
UB_1,151179.0
UB_2,151179.0
t_lb,85.57
t_ub1,1804.837
t_enum,0.219
t_ub2,1800.988
nEnumCols,21404
