FileName,X-n957-k87
nNode,957
nIter,1359
nCols,39254
LB,171173.3890906331
UB_1,174174.0
UB_2,174174.0
t_lb,6925.859
t_ub1,1803.723
t_enum,54.33
t_ub2,1801.819
nEnumCols,1138418
