FileName,X-n219-k73
nNode,219
nIter,312
nCols,8315
LB,73324.62944989935
UB_1,74120.0
UB_2,74120.0
t_lb,83.911
t_ub1,171.78
t_enum,1.562
t_ub2,171.404
nEnumCols,146789
