FileName,C121
nNode,151
nIter,161
nCols,3271
LB,4513.378171296297
UB_1,4624.299999417866
UB_2,4624.299999417866
t_lb,15.595
t_ub1,34.325
t_enum,0.579
t_ub2,34.231
nEnumCols,49930
