FileName,RC121
nNode,111
nIter,146
nCols,3218
LB,2911.4223809523805
UB_1,2956.2
UB_2,2956.2
t_lb,9.735
t_ub1,4.21
t_enum,0.406
t_ub2,4.163
nEnumCols,54279
