FileName,X-n157-k13
nNode,157
nIter,215
nCols,5012
LB,35581.20997483676
UB_1,36134.0
UB_2,36134.0
t_lb,29.769
t_ub1,1805.892
t_enum,0.859
t_ub2,1801.142
nEnumCols,155141
