FileName,X-n181-k23
nNode,181
nIter,184
nCols,2198
LB,59806.833333333336
UB_1,60005.0
UB_2,60005.0
t_lb,19.868
t_ub1,6.009
t_enum,0.076
t_ub2,5.906
nEnumCols,9383
