FileName,X-n275-k28
nNode,275
nIter,217
nCols,2904
LB,56713.84166666668
UB_1,56962.0
UB_2,56962.0
t_lb,53.102
t_ub1,23.031
t_enum,0.157
t_ub2,22.876
nEnumCols,17704
