FileName,RC101
nNode,81
nIter,115
nCols,2262
LB,1440.6
UB_1,1440.6
UB_2,1440.6
t_lb,4.578
t_ub1,0.079
t_enum,0.187
t_ub2,0.047
nEnumCols,49
