FileName,C121
nNode,121
nIter,179
nCols,4076
LB,3000.41162121212
UB_1,3092.2999999999997
UB_2,3092.2999999999997
t_lb,14.5
t_ub1,23.457
t_enum,7.25
t_ub2,23.363
nEnumCols,129673
