FileName,X-n317-k53
nNode,317
nIter,320
nCols,8026
LB,114514.17562830685
UB_1,114745.0
UB_2,114745.0
t_lb,124.454
t_ub1,13.497
t_enum,0.747
t_ub2,13.249
nEnumCols,35930
