FileName,RC161
nNode,201
nIter,199
nCols,3982
LB,12400.200016835024
UB_1,12551.400000000001
UB_2,12551.400000000001
t_lb,29.19
t_ub1,14.47
t_enum,0.375
t_ub2,14.36
nEnumCols,59329
