FileName,X-n655-k131
nNode,655
nIter,609
nCols,15423
LB,131569.83392174597
UB_1,132050.0
UB_2,132050.0
t_lb,939.71
t_ub1,1801.671
t_enum,3.281
t_ub2,1800.545
nEnumCols,209440
