FileName,C161
nNode,351
nIter,342
nCols,7791
LB,19109.399962316966
UB_1,19491.6
UB_2,19491.6
t_lb,149.619
t_ub1,571.551
t_enum,1.094
t_ub2,570.67
nEnumCols,125927
