FileName,C121
nNode,131
nIter,167
nCols,4021
LB,3184.4195083774234
UB_1,3302.5
UB_2,3302.5
t_lb,15.285
t_ub1,10.808
t_enum,2.313
t_ub2,10.734
nEnumCols,154369
