FileName,X-n181-k23
nNode,181
nIter,200
nCols,4019
LB,45955.797222222216
UB_1,46175.0
UB_2,46175.0
t_lb,26.233
t_ub1,19.808
t_enum,0.291
t_ub2,19.661
nEnumCols,20098
