FileName,X-n275-k28
nNode,275
nIter,311
nCols,7778
LB,36358.28109649125
UB_1,36826.0
UB_2,36826.0
t_lb,117.079
t_ub1,416.096
t_enum,2.356
t_ub2,415.768
nEnumCols,277241
