FileName,R101
nNode,51
nIter,51
nCols,386
LB,1123.8583333333336
UB_1,1131.4
UB_2,1131.4
t_lb,0.782
t_ub1,0.093
t_enum,0.0
t_ub2,0.063
nEnumCols,0
