FileName,RC121
nNode,141
nIter,138
nCols,2741
LB,4400.796250000001
UB_1,4458.099999999999
UB_2,4458.099999999999
t_lb,10.579
t_ub1,2.266
t_enum,0.0
t_ub2,2.188
nEnumCols,0
