FileName,X-n317-k53
nNode,317
nIter,515
nCols,14158
LB,92730.01699074077
UB_1,93561.0
UB_2,93561.0
t_lb,273.383
t_ub1,1801.146
t_enum,3.297
t_ub2,1800.537
nEnumCols,317682
