FileName,X-n157-k13
nNode,157
nIter,148
nCols,1958
LB,56791.24999999999
UB_1,56920.0
UB_2,56920.0
t_lb,11.687
t_ub1,5.203
t_enum,0.063
t_ub2,5.016
nEnumCols,7703
