FileName,RC101
nNode,101
nIter,132
nCols,2729
LB,1676.1122395833333
UB_1,1704.6
UB_2,1704.6
t_lb,7.375
t_ub1,3.094
t_enum,0.312
t_ub2,3.047
nEnumCols,45133
