FileName,R101
nNode,51
nIter,67
nCols,1128
LB,793.7250000000001
UB_1,816.7
UB_2,816.7
t_lb,1.359
t_ub1,0.672
t_enum,0.063
t_ub2,0.656
nEnumCols,13701
