FileName,C101
nNode,91
nIter,126
nCols,2459
LB,1226.009166666667
UB_1,1257.3
UB_2,1257.3
t_lb,6.032
t_ub1,3.109
t_enum,0.391
t_ub2,3.047
nEnumCols,61775
