FileName,R121
nNode,121
nIter,146
nCols,3186
LB,3197.1935541752932
UB_1,3234.2
UB_2,3234.2
t_lb,11.344
t_ub1,3.61
t_enum,0.579
t_ub2,3.579
nEnumCols,48863
